time,AI,BI,AJ,BJ,OH0,OH1,OH2
0.00000000e+00,5.00000000e-01,3.16001987e-01,4.99828776e-01,3.57774953e-01,2.08455855e-07,5.00003087e-01,5.00087572e-01
0.00000000e+00,0.00000000e+00,4.99834692e-01,5.00000000e-01,3.16538795e-01,2.66467245e-03,2.07260469e-07,5.00003203e-01
0.00000000e+00,0.00000000e+00,5.00000000e-01,0.00000000e+00,4.99840547e-01,3.93898081e-01,2.67705031e-03,2.03380613e-07
1.15310921e-09,0.00000000e+00,0.00000000e+00,0.00000000e+00,5.00000000e-01,1.30504381e-03,4.14307142e-01,2.56659791e-03
1.06000000e+02,1.15688633e-09,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.76384038e-01,1.20697019e-03,4.31616451e-01
1.86626609e-04,1.07000000e+02,0.00000000e+00,1.16066344e-09,0.00000000e+00,4.74021897e-01,1.75982049e-01,1.07335758e-03
5.00099615e-01,1.67452655e-04,1.16444056e-09,1.08000000e+02,0.00000000e+00,4.99836940e-01,4.79286701e-01,1.75589155e-01
-3.29708581e-06,5.00084556e-01,1.09000000e+02,1.52245587e-04,1.16821768e-09,3.48808589e-08,4.99840802e-01,4.83651397e-01
5.00000000e-01,-2.63523825e-06,1.41376690e-04,5.00073217e-01,1.10000000e+02,4.99999724e-01,3.06573424e-08,4.99846307e-01
-7.47592784e-09,5.00000000e-01,5.00065496e-01,-2.08410638e-06,1.34516728e-04,4.99999226e-01,4.99999722e-01,2.90816871e-08
-2.33841584e-11,-6.85551786e-09,-1.26883685e-06,5.00000000e-01,5.00057819e-01,4.99999767e-01,4.99999858e-01,4.99999713e-01
-8.24981373e-09,1.04468111e-11,5.00000000e-01,-6.26499656e-09,-4.15646642e-07,3.30323311e-01,4.99999739e-01,4.99999602e-01
1.75471090e-11,-7.58993887e-09,-5.74738418e-09,7.52590147e-12,5.00000000e-01,5.00000000e-01,3.32755575e-01,4.99999683e-01
1.82913500e-01,-3.94357701e-11,-1.86372927e-11,-7.07215546e-09,-5.43433041e-09,4.82168892e-06,5.00000000e-01,3.34981372e-01
4.99999886e-01,1.80987150e-01,-6.54274519e-09,-2.07689489e-11,-1.32202249e-11,5.00000000e-01,4.93604959e-07,5.00000000e-01
4.74780622e-05,4.99999886e-01,-4.63304021e-11,1.77505841e-01,-5.75444661e-09,3.96934299e-08,5.00000000e-01,1.80152180e-07
5.00018846e-01,4.12805323e-05,1.74434382e-01,4.99999886e-01,-1.33749650e-11,5.00000000e-01,4.76345250e-08,5.00000000e-01
5.00003780e-01,5.00013637e-01,4.99999886e-01,3.25270165e-05,1.69176070e-01,4.99999726e-01,5.00000000e-01,6.38604656e-08
1.83421928e-07,5.00003799e-01,2.26758172e-05,5.00008388e-01,4.99999886e-01,5.00000000e-01,4.99999726e-01,5.00000000e-01
1.42644105e-05,1.83423294e-07,5.00005810e-01,5.00003806e-01,1.73698953e-05,4.99999673e-01,5.00000000e-01,4.99999726e-01
4.99998896e-01,1.21015495e-05,5.00003810e-01,1.83417604e-07,5.00004336e-01,5.00000000e-01,4.99999689e-01,5.00000000e-01
7.70824014e-08,4.99998880e-01,1.83417490e-07,9.37983532e-06,5.00003810e-01,4.99999724e-01,5.00000000e-01,4.99999696e-01
1.37955171e-01,7.71664628e-08,9.03104674e-06,4.99998919e-01,1.83416706e-07,4.99999995e-01,5.00003162e-01,5.00000000e-01
5.00013443e-01,1.38278308e-01,5.00001731e-01,1.90003177e-06,4.10496811e-05,1.44204586e-01,4.99999995e-01,5.00005397e-01
5.00081667e-01,5.00022574e-01,4.04986314e-06,1.38527430e-01,5.00004073e-01,5.00000000e-01,1.47024473e-01,4.99999995e-01
-6.26096033e-03,5.00151533e-01,1.39012523e-01,5.00036136e-01,8.39927805e-06,5.00078306e-01,5.00000000e-01,1.52665830e-01
5.00001546e-01,-1.14113627e-02,5.00046094e-01,5.00269821e-01,1.39940600e-01,1.63980458e-01,5.00174193e-01,5.00000000e-01
5.22983817e-01,5.00002195e-01,5.00483821e-01,-2.11750369e-02,5.00054266e-01,1.08779277e-02,1.75930139e-01,5.00276864e-01
5.00033831e-01,5.33977536e-01,-3.13870955e-02,5.00002588e-01,5.00714044e-01,5.00384506e-01,1.52845627e-02,1.95306482e-01
3.85309978e-01,5.00040077e-01,5.00002529e-01,5.43302818e-01,-4.09826518e-02,5.00878971e-01,5.00399306e-01,1.58780979e-02
5.00000000e-01,3.85583287e-01,5.44240874e-01,5.00040350e-01,5.00002433e-01,4.99999999e-01,5.00902867e-01,5.00413671e-01
4.71407746e-05,5.00000000e-01,5.00040552e-01,3.85851946e-01,5.45087002e-01,4.99684683e-01,5.00000000e-01,5.00943463e-01
4.99999989e-01,4.69328822e-05,3.86345924e-01,5.00000000e-01,5.00040385e-01,5.00000000e-01,4.99437946e-01,5.00000000e-01
-4.58699979e-02,4.99999987e-01,5.00000000e-01,4.58333977e-05,3.86780275e-01,5.00026239e-01,5.00000000e-01,4.99164629e-01
5.00000000e-01,-4.60028493e-02,4.39623488e-05,4.99999985e-01,5.00000000e-01,1.49652264e-01,5.00024904e-01,5.00000000e-01
5.00000900e-01,5.00000000e-01,4.99999982e-01,-4.52172572e-02,4.14474596e-05,8.39707635e-04,1.49987859e-01,5.00023318e-01
5.00000005e-01,5.00000452e-01,-4.34460484e-02,5.00000000e-01,4.99999980e-01,5.00034286e-01,8.35230732e-04,1.50153819e-01
5.36969689e-01,5.00000005e-01,5.00000000e-01,5.00000187e-01,-4.19366681e-02,5.00069940e-01,5.00026897e-01,8.22961917e-04
5.00000000e-01,5.36087617e-01,5.00000010e-01,5.00000000e-01,5.00000000e-01,5.00000000e-01,5.00068870e-01,5.00020730e-01
5.00029571e-01,5.00000000e-01,5.00000000e-01,5.35297224e-01,4.99999856e-01,5.00917681e-01,5.00000000e-01,5.00066715e-01
4.99999986e-01,5.00027399e-01,5.33717164e-01,5.00000000e-01,5.00000000e-01,4.98001993e-01,5.00855151e-01,5.00000000e-01
3.68324474e-01,4.99999986e-01,5.00000000e-01,5.00023228e-01,5.30561186e-01,1.91174211e-02,4.97737822e-01,5.00735476e-01
5.00000000e-01,3.92842212e-01,5.00015532e-01,4.99999987e-01,5.00000000e-01,5.00007761e-01,1.82589156e-02,4.97546487e-01
5.00446229e-01,5.00000000e-01,4.99999989e-01,4.14505399e-01,5.00008618e-01,5.00692636e-01,5.00003921e-01,1.74248212e-02
4.32924700e-01,5.00413010e-01,4.32924710e-01,5.00000000e-01,4.99999991e-01,5.00000000e-01,5.00623817e-01,5.00000591e-01
1.66165302e-02,4.48092473e-01,5.00000000e-01,5.00378530e-01,4.48092481e-01,1.47049728e-01,5.00000000e-01,5.00557855e-01
5.00344304e-01,1.58320806e-02,5.00344304e-01,4.60260088e-01,5.00000000e-01,5.00000000e-01,1.46587279e-01,5.00000000e-01
5.00494894e-01,5.00310855e-01,4.69821610e-01,1.50711490e-02,5.00310855e-01,4.99941090e-01,5.00000000e-01,1.45704463e-01
5.00000001e-01,5.00377541e-01,1.36170883e-02,5.00247384e-01,4.83032201e-01,5.00000000e-01,4.99944560e-01,5.00000000e-01
4.96739727e-01,5.00000001e-01,5.00134745e-01,5.00170331e-01,1.09592285e-02,4.99704849e-01,5.00000000e-01,4.99946869e-01
5.00000000e-01,4.96463546e-01,5.00018271e-01,5.00000001e-01,5.00045187e-01,-5.73159964e-11,4.99584190e-01,5.00000000e-01
4.99981850e-01,5.00000000e-01,5.00000001e-01,4.96120473e-01,4.99894948e-01,-4.99059639e-05,1.81874904e-11,4.99502422e-01
1.40289602e-01,4.99982510e-01,4.95679633e-01,5.00000000e-01,5.00000001e-01,2.58214292e-14,-4.30274753e-05,-4.81296371e-11
-4.09429692e-04,1.38340720e-01,5.00000000e-01,4.99985503e-01,4.94299280e-01,1.48164561e-01,3.29844318e-14,-3.34816489e-05
4.99966599e-01,-4.64905838e-04,4.99989252e-01,1.36680607e-01,5.00000000e-01,4.51060797e-14,1.84788268e-01,2.79551030e-14
4.99946592e-01,4.99971789e-01,1.35229636e-01,-4.87617594e-04,4.99992799e-01,5.00000891e-01,4.51061082e-14,2.20911635e-01
5.00000000e-01,4.99953018e-01,-4.77266010e-04,4.99979327e-01,1.34071285e-01,1.90393919e-08,5.00001281e-01,4.51061275e-14
4.99544009e-01,5.00000000e-01,4.99990578e-01,4.99963261e-01,-4.22860728e-04,8.32268592e-02,1.55966506e-08,5.00001676e-01
4.11306299e-01,4.99705261e-01,4.99977944e-01,5.00000000e-01,5.00004855e-01,4.51066630e-14,4.83952929e-02,1.04139298e-08
-5.44821347e-03,3.79777604e-01,5.00000000e-01,4.99912400e-01,4.99996317e-01,5.00016775e-01,4.51070286e-14,2.79189221e-02
5.00014414e-01,-3.25470934e-03,5.00102725e-01,3.57355394e-01,5.00000000e-01,6.52334230e-04,5.00022413e-01,4.51073331e-14
5.00062984e-01,5.00017535e-01,3.40736938e-01,-7.40760317e-04,5.00260862e-01,1.60635743e-03,2.32918861e-03,5.00022876e-01
5.00000000e-01,5.00192718e-01,1.60635862e-03,5.00017487e-01,3.28339451e-01,2.66037168e-07,3.50012303e-03,3.31341991e-03
1.39493462e-01,5.00000000e-01,5.00015508e-01,5.00273659e-01,3.50012410e-03,5.00308245e-01,2.30208138e-07,4.83665669e-03
5.00000000e-01,1.40239181e-01,5.00308245e-01,5.00000000e-01,5.00012436e-01,3.93668768e-03,5.00308091e-01,1.98954860e-07
5.00010661e-01,5.00000000e-01,5.00000000e-01,1.40686782e-01,5.00308091e-01,6.10260623e-03,3.90594400e-03,5.00284244e-01
5.00000000e-01,5.00005208e-01,1.40892917e-01,5.00000000e-01,5.00000000e-01,1.58933053e-07,6.22348718e-03,3.76458673e-03
5.00167238e-01,5.00000000e-01,5.00000000e-01,5.00000952e-01,1.40918164e-01,5.00159651e-01,1.43507963e-07,5.92231480e-03
2.36905026e-11,5.00058182e-01,4.99994976e-01,5.00000000e-01,5.00000000e-01,6.15796703e-10,5.00010869e-01,1.45205806e-07
-9.58588595e-06,-3.14682397e-11,5.00000000e-01,4.99923162e-01,4.99992533e-01,1.63561384e-03,4.00911740e-10,4.99950780e-01
4.81463371e-14,-3.49289502e-06,4.99898653e-01,2.83283417e-11,5.00000000e-01,1.17413097e-14,1.12283920e-03,2.82254528e-10
4.99501032e-01,4.19891998e-14,-2.77593744e-11,8.79905481e-07,4.99916330e-01,1.81593846e-07,6.16278673e-14,7.96357629e-04
4.51060458e-14,4.99647952e-01,1.38768541e-06,4.81756728e-14,2.87249842e-11,-1.32369882e-12,1.83739190e-07,2.45949561e-14
4.99999728e-01,4.51060411e-14,4.20045452e-14,4.99779077e-01,1.19998137e-06,6.16586776e-06,-9.98403355e-13,1.82721188e-07
-1.38185893e-11,4.99999717e-01,4.99872468e-01,4.51060385e-14,4.81881259e-14,5.67473850e-14,7.00599219e-06,4.97312056e-13
-6.00978115e-05,-2.78776120e-11,4.51060411e-14,4.99999729e-01,4.99931338e-01,4.99998981e-01,3.49193059e-14,7.56151135e-06
4.51060359e-14,-4.16229124e-05,4.99999729e-01,2.93063734e-12,4.51060391e-14,6.50177321e-13,4.99998859e-01,5.49110517e-14
4.99999683e-01,4.51060448e-14,-1.93781576e-11,-2.54220712e-05,4.99999722e-01,3.85899185e-01,-6.05282458e-13,4.99998927e-01
3.29267345e-05,4.99999758e-01,-1.85568270e-05,4.51060346e-14,8.58516852e-12,7.96689081e-12,3.87525922e-01,6.65683053e-13
5.14167723e-05,2.57053746e-05,4.51060456e-14,4.99999699e-01,-1.44151838e-05,1.77228631e-05,-7.96407981e-12,3.90510689e-01
1.83561334e-07,3.52585319e-05,4.99999749e-01,1.77228733e-05,4.51060341e-14,8.40862193e-14,1.35321579e-05,7.96572486e-12
5.00001981e-01,1.83283176e-07,1.35321476e-05,2.71424108e-05,4.99999704e-01,1.83540962e-07,6.41458015e-15,9.80273422e-06
9.80274014e-06,5.00001392e-01,1.94568114e-05,1.83541077e-07,9.80274449e-06,7.69669409e-12,2.10478409e-07,1.31570184e-12
8.41604384e-04,3.33543677e-03,2.10477691e-07,5.00069644e-01,8.41608030e-04,9.41413461e-05,3.65256179e-11,2.30360358e-07
2.30359715e-07,1.52157716e-03,5.00117893e-01,5.44431930e-03,2.30359715e-07,2.09874923e-12,1.36101392e-04,5.44234708e-11
5.00165769e-01,2.51062862e-07,7.33968444e-03,2.22148908e-03,5.00165769e-01,5.00019617e-01,1.83230315e-12,2.22370185e-04
3.36653070e-09,5.00262457e-01,3.70080280e-03,2.94191764e-07,1.01130622e-02,3.99424196e-01,5.00028340e-01,1.79737181e-12
