time,AI,BI,AJ,BJ,OH0,OH1,OH2
1.19779923e-02,3.81403686e-09,3.37448881e-07,5.00357814e-01,5.22953113e-03,5.00640893e-01,4.00841956e-01,5.00044618e-01
-2.71303965e-13,1.44504245e-02,5.00535950e-01,4.43869398e-09,4.14696939e-07,1.67472785e-01,5.00813632e-01,4.02194018e-01
4.70317930e-07,-1.07810498e-13,4.93064840e-09,1.61282935e-02,5.00693855e-01,0.00000000e+00,2.54905867e-01,5.01067245e-01
3.03521083e-10,5.12182218e-07,1.88147169e-02,6.61140635e-14,5.75986102e-09,5.00000000e-01,0.00000000e+00,3.42338949e-01
9.85047421e-04,2.93953202e-10,1.57001346e-13,4.92745621e-07,2.12865337e-02,0.00000000e+00,5.00000000e-01,0.00000000e+00
4.79875734e-12,1.09662342e-03,4.40157275e-07,2.52377950e-10,2.22034933e-13,3.00500000e-09,0.00000000e+00,5.00000000e-01
5.00096934e-01,1.80159744e-12,2.09216441e-10,1.13991061e-03,3.79184159e-07,1.95000000e+02,3.00508743e-09,0.00000000e+00
-1.77727214e-10,5.00093011e-01,1.10184037e-03,-2.29339581e-11,-1.77838159e-10,2.87623033e-02,1.96000000e+02,3.00516612e-09
4.10046359e-01,-2.16168258e-10,-2.49186290e-11,5.00089071e-01,1.06461849e-03,5.01315882e-01,2.84398436e-02,1.97000000e+02
-1.72914068e-10,4.09875432e-01,5.00084958e-01,-2.48827942e-10,-2.65214582e-11,-2.05801402e-06,5.01277882e-01,2.80930384e-02
1.77075602e-02,-1.34347707e-10,-2.87279672e-10,4.09484715e-01,5.00075993e-01,5.00000000e-01,-2.10448523e-06,5.01196533e-01
-1.56626292e-12,1.53459959e-02,4.08625101e-01,-1.19759455e-10,-3.07362972e-10,-3.52194906e-06,5.00000000e-01,-2.15429901e-06
8.03381583e-08,-1.08040852e-12,-5.49383131e-11,1.29182609e-02,4.06952749e-01,-3.00283522e-08,-3.32890299e-06,5.00000000e-01
4.27788375e-11,5.23786210e-08,1.12048667e-02,-7.24545455e-13,-6.26393779e-11,-4.06567624e-07,-2.48673273e-08,-3.28705999e-06
-8.19423053e-05,-3.23934870e-11,-1.80067588e-13,3.21489751e-08,8.27471949e-03,-2.84157399e-08,-7.36508831e-07,-1.52591298e-08
7.45840728e-13,-2.74683930e-04,3.71804538e-08,-8.16552109e-11,7.77279295e-14,6.67308140e-01,-1.62294660e-08,-9.92933609e-08
4.99936715e-01,1.21791546e-13,-1.04921429e-10,-4.34402576e-04,6.40855365e-08,4.60664583e-02,6.66836712e-01,-6.89413751e-09
3.98223023e-01,4.99941621e-01,-4.44053858e-04,4.76956816e-13,-1.11204538e-10,6.25160099e-04,2.94530904e-02,6.66592796e-01
4.99466468e-01,3.97426838e-01,4.14090972e-13,4.99947055e-01,-4.45925923e-04,4.99781802e-01,-9.39726140e-04,1.86590363e-02
5.00000000e-01,4.99507181e-01,4.99953214e-01,3.96734005e-01,3.42044739e-13,4.99996954e-01,4.99768283e-01,-2.39296373e-03
0.00000000e+00,5.00000000e-01,3.96228315e-01,4.99549724e-01,4.99959251e-01,1.32446886e-07,4.99999178e-01,4.99763370e-01
5.00000000e-01,0.00000000e+00,4.99588316e-01,5.00000000e-01,3.95913482e-01,-3.85540970e-04,1.45211736e-07,5.00001029e-01
0.00000000e+00,5.00000000e-01,5.00000000e-01,0.00000000e+00,4.99650879e-01,4.99970984e-01,-3.50446725e-04,1.57781843e-07
3.01995141e-09,0.00000000e+00,0.00000000e+00,5.00000000e-01,5.00000000e-01,5.98897136e-06,4.99977356e-01,-3.05870624e-04
2.12000000e+02,3.02085110e-09,5.00000000e-01,0.00000000e+00,0.00000000e+00,1.19499688e-01,1.26038762e-05,4.99987628e-01
-2.28495872e-03,2.13000000e+02,0.00000000e+00,3.02100544e-09,5.00000000e-01,5.00018544e-01,1.19689571e-01,1.46847274e-05
4.99700974e-01,-1.96688744e-03,3.02115978e-09,2.14000000e+02,0.00000000e+00,4.99907240e-01,5.00024334e-01,1.19904228e-01
-1.07571918e-05,4.99729358e-01,2.15000000e+02,-1.60691262e-03,3.02146846e-09,3.73993038e-02,4.99999971e-01,5.00037901e-01
5.00000000e-01,-1.04236089e-05,-6.27287993e-04,4.99799749e-01,2.16000000e+02,5.00002513e-01,3.43039087e-02,5.00109928e-01
-4.70128789e-07,5.00000000e-01,4.99872018e-01,-9.95392573e-06,6.68243375e-04,1.50364603e-02,5.00003266e-01,3.12578876e-02
3.35649402e-08,-3.55465399e-07,-9.40719187e-06,5.00000000e-01,4.99999946e-01,5.00031743e-01,1.41525995e-02,5.00003720e-01
5.52321276e-07,1.50853847e-08,5.00000000e-01,-2.39576478e-07,-9.07246120e-06,4.00809557e-01,5.00042937e-01,1.21643997e-02
7.27403824e-08,6.78198918e-07,-1.23045047e-08,3.52911287e-08,5.00000000e-01,5.00000000e-01,4.04853351e-01,5.00059360e-01
6.64652588e-01,2.39923590e-08,1.52554235e-08,9.11784269e-07,3.51066090e-07,8.74355455e-05,5.00000000e-01,4.09216739e-01
4.34865530e-01,6.64444304e-01,1.06766787e-06,6.68882129e-08,3.27133529e-08,5.00000000e-01,9.15167436e-05,5.00000000e-01
3.18343383e-02,4.35673389e-01,1.55823009e-08,6.64238811e-01,1.15782465e-06,4.30736652e-03,5.00000000e-01,9.11275758e-05
5.00982702e-01,4.18999186e-02,6.64036088e-01,4.36178463e-01,5.81032051e-08,5.00000000e-01,2.36648431e-03,5.00000000e-01
5.00040615e-01,5.01304904e-01,4.36773105e-01,6.23457142e-02,6.63638763e-01,4.99997839e-01,5.00000000e-01,1.38766785e-03
2.09078405e-07,5.00028783e-01,1.03420267e-01,5.01759877e-01,4.37352691e-01,5.00000000e-01,4.99998235e-01,5.00000000e-01
2.74623810e-03,1.43477186e-07,5.02040447e-01,5.00019753e-01,1.43770181e-01,2.61752455e-03,5.00000000e-01,4.99998729e-01
5.00072996e-01,2.88554875e-03,5.00003625e-01,7.97013866e-08,5.02159640e-01,5.00000000e-01,2.58550136e-03,5.00000000e-01
1.39545064e-04,5.00069923e-01,7.28558147e-08,2.89043363e-03,5.00001314e-01,4.99983766e-01,5.00000000e-01,2.51194454e-03
2.71728673e-01,1.51810236e-04,2.89392432e-03,5.00063434e-01,5.44080849e-08,5.00000000e-01,4.99963905e-01,5.00000000e-01
5.00026265e-01,2.79876459e-01,5.00055453e-01,1.60806624e-04,2.87646180e-03,6.60108432e-01,5.00000000e-01,4.99934072e-01
5.11093459e-01,5.00016973e-01,1.65641643e-04,2.87815752e-01,5.00045074e-01,5.00000000e-01,6.59915969e-01,5.00000000e-01
7.06360831e-04,5.11837756e-01,2.95417927e-01,5.00005367e-01,1.65714686e-04,5.00319902e-01,5.00000000e-01,6.59726271e-01
5.00010059e-01,6.35328524e-04,4.99991928e-01,5.12501738e-01,3.02544336e-01,6.59539209e-01,4.99378671e-01,5.00000000e-01
2.06696086e-03,4.99999566e-01,5.13063283e-01,5.89695346e-04,4.99977498e-01,3.45094321e-01,6.59354643e-01,4.98208264e-01
4.99724364e-01,2.01086083e-03,5.69175174e-04,4.99992771e-01,5.13496727e-01,4.96840974e-01,3.56279179e-01,6.59172430e-01
2.65256450e-01,4.99672805e-01,5.00002541e-01,1.95947902e-03,5.65037027e-04,4.90128922e-01,4.95416245e-01,3.66828502e-01
5.00000000e-01,1.97881845e-01,1.92322061e-03,4.99626148e-01,4.99996854e-01,4.99999993e-01,4.88083947e-01,4.94292599e-01
-3.17886588e-04,5.00000000e-01,4.99644600e-01,1.47353466e-01,1.94078660e-03,4.51667235e-01,4.99999993e-01,4.87305223e-01
5.00000000e-01,-8.03073490e-04,1.22781865e-01,5.00000000e-01,4.99717927e-01,5.00000000e-01,4.54199759e-01,4.99999993e-01
6.23945580e-04,5.00000000e-01,4.99999999e-01,-1.32853209e-03,1.09425102e-01,4.99912966e-01,5.00000000e-01,4.56799853e-01
5.00000000e-01,6.33752557e-04,-1.88425078e-03,5.00000000e-01,4.99999999e-01,3.51535438e-01,4.99947226e-01,5.00000000e-01
5.00001511e-01,5.00000000e-01,5.00000000e-01,6.29376034e-04,-3.02389975e-03,1.23486684e-03,3.58351244e-01,4.99964767e-01
5.00000000e-01,4.99999808e-01,6.00575316e-04,5.00000000e-01,5.00000000e-01,4.99762982e-01,1.04951069e-03,3.64172271e-01
1.58769750e-03,5.00000000e-01,5.00000000e-01,4.99998812e-01,5.56771665e-04,4.99609520e-01,4.99682376e-01,7.21775061e-04
5.00000000e-01,1.21163496e-03,4.99998052e-01,5.00000000e-01,5.00000000e-01,5.00000000e-01,4.99545772e-01,4.99680697e-01
4.99961712e-01,5.00000000e-01,5.00000000e-01,8.80316632e-04,4.99998487e-01,1.30626466e-01,5.00000000e-01,4.99828362e-01
5.00000000e-01,4.99968709e-01,6.28948951e-04,5.00000000e-01,5.00000000e-01,4.88055202e-01,1.18856294e-01,5.00000000e-01
6.56077676e-01,5.00000000e-01,5.00000000e-01,4.99968060e-01,5.94055554e-04,4.76865610e-01,4.88495766e-01,1.07516633e-01
4.99999999e-01,6.56000483e-01,4.99967726e-01,5.00000000e-01,5.00000000e-01,4.99990427e-01,4.78551862e-01,4.89315858e-01
4.91792728e-01,4.99999999e-01,5.00000000e-01,6.55846862e-01,4.99978155e-01,4.83610597e-01,5.00005806e-01,4.80194407e-01
6.55694248e-01,4.91889606e-01,6.55694248e-01,4.99999999e-01,5.00000000e-01,5.00000000e-01,4.84180246e-01,5.00025122e-01
4.81809367e-01,6.55542625e-01,4.99999999e-01,4.92136588e-01,6.55542625e-01,3.88704039e-01,5.00000000e-01,4.84990432e-01
4.92505596e-01,4.83391824e-01,4.92505598e-01,6.55391980e-01,4.99999999e-01,5.00000001e-01,3.89998137e-01,5.00000000e-01
4.85971626e-01,4.92966953e-01,6.55242296e-01,4.84923690e-01,4.92966955e-01,5.03656019e-01,5.00000001e-01,3.92555414e-01
4.99999999e-01,4.88166365e-01,4.87755987e-01,4.94024828e-01,6.54945744e-01,5.00000000e-01,5.06320743e-01,5.00000001e-01
4.96052427e-01,4.99999999e-01,4.96106679e-01,4.92369134e-01,4.92257457e-01,9.54113623e-03,5.00000000e-01,5.10226966e-01
5.00000000e-01,4.97555056e-01,4.95511250e-01,5.00000000e-01,4.97697043e-01,-6.62342987e-12,8.32648593e-03,5.00000000e-01
5.00049941e-01,5.00000000e-01,5.00000000e-01,4.98452885e-01,4.97448653e-01,3.52905985e-01,-3.93578295e-12,7.67755223e-03
4.02828809e-01,5.00024292e-01,4.98954751e-01,5.00000000e-01,5.00000000e-01,1.54602303e-11,4.06874255e-01,-9.29015987e-12
-1.54400722e-03,4.03304585e-01,5.00000000e-01,5.00008540e-01,4.99191094e-01,5.64066575e-05,1.39086723e-11,4.39362363e-01
4.40540226e-01,-2.50206274e-03,5.00013964e-01,4.03489863e-01,5.00000000e-01,4.51060445e-14,5.25901188e-05,1.29490516e-11
3.85079457e-01,3.98603071e-01,4.03589316e-01,-3.17849419e-03,5.00005488e-01,4.99995051e-01,4.51057913e-14,5.01457374e-05
5.00000000e-01,3.31900414e-01,-3.55233092e-03,3.53762862e-01,4.03683204e-01,1.36639507e-11,4.99997776e-01,4.51059266e-14
2.38473741e-03,5.00000000e-01,3.14149588e-01,2.73344008e-01,-3.56037391e-03,5.43040302e-05,1.33642215e-11,4.99998882e-01
4.99537308e-01,1.63177967e-03,2.10631927e-01,5.00000000e-01,2.86913420e-01,4.51063777e-14,5.10216556e-05,1.25823083e-11
4.99196565e-01,4.99594337e-01,5.00000000e-01,1.10157651e-03,1.45441540e-01,5.00006689e-01,4.51064356e-14,4.83651024e-05
5.00005814e-01,4.99296371e-01,7.37813971e-04,4.99643990e-01,5.00000000e-01,3.21010386e-01,5.00006842e-01,4.51064402e-14
4.99741851e-01,5.00005956e-01,4.99650736e-01,4.99310182e-01,7.04825305e-04,4.99338855e-01,3.21255448e-01,5.00007215e-01
5.00000000e-01,4.99765378e-01,4.99338855e-01,5.00006294e-01,4.99664747e-01,-9.78089008e-07,4.99368925e-01,3.21498314e-01
4.04181797e-01,5.00000000e-01,5.00006741e-01,4.99789688e-01,4.99368925e-01,4.99836762e-01,-2.06382739e-06,4.99427509e-01
5.00000000e-01,4.04235667e-01,4.99836762e-01,5.00000000e-01,5.00008435e-01,3.22447976e-01,4.99877620e-01,1.66255718e-06
2.49193266e-01,5.00000000e-01,5.00000000e-01,4.04282431e-01,4.99877620e-01,4.99483762e-01,3.22506128e-01,4.99882052e-01
5.00000000e-01,2.48855998e-01,4.04287475e-01,5.00000000e-01,5.00000000e-01,1.34356175e-06,4.99494236e-01,3.22622173e-01
4.39691194e-04,5.00000000e-01,5.00000000e-01,2.48189538e-01,4.04297181e-01,4.99905881e-01,1.08310593e-06,4.99512713e-01
-1.11921916e-12,4.16270752e-04,2.46901897e-01,5.00000000e-01,5.00000000e-01,6.44274795e-15,4.99929640e-01,7.91101466e-07
4.96423973e-01,-1.05914879e-12,5.00000000e-01,3.71824086e-04,2.44478919e-01,3.24195967e-01,1.07655696e-14,4.99956266e-01
8.95734673e-12,4.97583818e-01,2.88450362e-04,-9.78410270e-13,5.00000000e-01,1.61290306e-13,3.25055767e-01,1.77425837e-14
3.45929755e-05,8.52344214e-12,-8.43089408e-13,4.98399723e-01,2.13545534e-04,3.53676881e-07,1.34838360e-13,3.25889113e-01
4.51060008e-14,3.33144308e-05,4.98938571e-01,8.20383638e-12,-6.48500454e-13,-1.98634162e-11,2.82360152e-07,8.93139826e-14
4.99999379e-01,4.51060208e-14,7.72829736e-12,3.13928430e-05,4.99520795e-01,-6.50412208e-05,-1.57788719e-11,2.45984566e-07
7.46378663e-12,4.99999515e-01,2.97832504e-05,4.51060282e-14,7.33268148e-12,4.20676633e-14,-4.69865818e-05,-1.13025347e-11
2.74397270e-05,6.75790491e-12,4.51060349e-14,4.99999633e-01,2.68476955e-05,1.35416896e-04,2.27300936e-14,-3.68984076e-05
4.51060416e-14,2.48722292e-05,4.99999687e-01,6.12377777e-12,4.51060377e-14,4.03254290e-13,9.24850968e-05,1.39950111e-14
4.99999694e-01,4.51060382e-14,5.14751249e-12,2.08969046e-05,4.99999717e-01,-3.24896198e-07,-1.85864720e-13,5.67645131e-05
3.45870992e-01,4.99999751e-01,1.58410025e-05,4.51060414e-14,3.90013114e-12,3.57710706e-14,6.90130627e-07,3.21702676e-13
4.99873917e-01,3.56267026e-01,4.51060388e-14,4.99999706e-01,1.05783672e-05,3.63631923e-01,3.81746963e-14,-2.65847953e-07
1.83450043e-07,4.99908735e-01,4.99999741e-01,3.63631923e-01,4.51060409e-14,4.03070379e-14,3.69358273e-01,3.70287801e-14
4.99998268e-01,1.83356343e-07,3.69358273e-01,4.99926877e-01,4.99999710e-01,1.83481518e-07,5.01988880e-14,3.78124029e-01
3.78124029e-01,4.99999789e-01,4.99948715e-01,1.83481603e-07,3.78124029e-01,-7.19578706e-13,1.83458995e-07,3.94562459e-14
4.99948847e-01,3.78132747e-01,1.83459091e-07,4.99999758e-01,4.99948847e-01,-8.34960817e-05,2.08912258e-10,2.01086369e-03
2.01086409e-03,4.98704648e-01,5.00397394e-01,3.72732228e-01,2.01086937e-03,1.31588476e-11,-1.39692841e-04,2.58971777e-10
5.00711611e-01,3.45718715e-03,3.68550251e-01,4.97718388e-01,5.00711615e-01,1.09669199e-06,3.16795829e-11,-1.94005953e-04
-1.01739413e-09,5.01036004e-01,4.96733618e-01,4.79875366e-03,3.64379253e-01,-8.18418188e-04,-8.59974560e-06,-8.51715350e-11
3.56092105e-01,-9.57902443e-10,6.91486866e-03,5.01739571e-01,4.94780386e-01,-2.56078592e-04,-8.63284672e-04,-2.15178836e-05
3.23498618e-09,3.39681069e-01,5.03281954e-01,-8.69045914e-10,9.56003269e-03,3.90066180e-01,-3.47870636e-04,-7.87020518e-04
1.16237451e-02,3.72404861e-09,-7.95062750e-10,3.07216968e-01,5.06610123e-01,1.60822836e-01,3.39177164e-01,-3.62566020e-04
-1.03760531e-09,1.19633308e-02,2.74892897e-01,3.88273377e-09,-8.06359138e-10,2.37399132e-01,2.62600868e-01,2.37399132e-01
-1.16005481e-03,-1.01290831e-09,4.10784207e-09,1.23742875e-02,2.09688986e-01,0.00000000e+00,2.20638865e-01,2.79361135e-01
-6.61751240e-12,-1.18106892e-03,1.26271810e-02,-1.00402689e-09,4.17645401e-09,4.00312882e-09,0.00000000e+00,1.87118330e-01
-4.65212552e-05,-6.76010022e-12,-9.98153143e-10,-1.22354995e-03,1.35682769e-02,3.01000000e+02,4.00346402e-09,0.00000000e+00
-8.69404327e-10,-4.60360072e-05,-1.27528383e-03,-9.53127989e-12,-1.00776493e-09,4.53835662e-01,3.02000000e+02,4.00379923e-09
-9.11618596e-04,-9.57553587e-10,-1.47244295e-11,-4.77954642e-05,-1.35230889e-03,5.23990402e-01,4.49763118e-01,3.03000000e+02
-4.02187095e-10,-1.43367282e-03,-5.28125214e-05,-1.10957243e-09,-2.20926433e-11,-3.47994206e-05,5.24354219e-01,4.45467151e-01
9.49851866e-02,-1.33265856e-10,-1.32223822e-09,-2.16953455e-03,-6.16652952e-05,5.00000000e-01,-4.47755269e-05,5.23695012e-01
7.30250482e-09,7.60870835e-02,-3.11426999e-03,1.56019037e-10,-1.58277697e-09,4.09896409e-05,5.00000000e-01,-5.50301319e-05
3.58548302e-02,7.99942887e-09,3.37411697e-10,6.54647223e-02,-3.75327234e-03,-4.11386985e-05,4.27737101e-05,5.00000000e-01
-1.38194277e-09,3.55503104e-02,6.57130400e-02,7.78512528e-09,1.56355608e-09,1.59468065e-05,-6.30276956e-06,1.27112376e-05
-2.01071912e-03,-1.39146509e-09,7.73372180e-09,3.52906336e-02,6.59356105e-02,-5.08125767e-06,1.59185375e-05,-6.21005981e-06
-2.86396053e-11,-2.00572039e-03,3.47987248e-02,-1.40950974e-09,7.63614128e-09,3.24878731e-01,-4.89700668e-06,1.58774820e-05
-8.00896566e-05,-2.78809731e-11,-1.43903981e-09,-1.99541787e-03,3.39645294e-02,4.72931202e-01,3.41164595e-01,-4.57152255e-06
-3.63380791e-03,-7.61687780e-05,-1.96875043e-03,-2.58770506e-11,-1.47720335e-09,6.89893042e-02,4.74437610e-01,3.70948337e-01
-3.43130954e-03,-3.65554801e-03,-2.31069491e-11,-7.12365868e-05,-1.92795859e-03,5.29994413e-01,7.07037469e-02,4.75431381e-01
0.00000000e+00,-3.70428448e-03,-6.50709378e-05,-3.64611422e-03,-1.99710851e-11,5.08470497e-01,5.26304864e-01,7.24128139e-02
5.00000000e-01,0.00000000e+00,-3.67470748e-03,-3.96018960e-03,-5.78591112e-05,3.14553978e-02,5.06046286e-01,5.22957095e-01
0.00000000e+00,5.00000000e-01,-4.18799207e-03,0.00000000e+00,-3.65977472e-03,-1.71116006e-03,3.14069328e-02,5.03644400e-01
0.00000000e+00,0.00000000e+00,0.00000000e+00,5.00000000e-01,-4.39356347e-03,-4.16155058e-05,-1.61970447e-03,3.14557015e-02
4.00626906e-09,0.00000000e+00,5.00000000e-01,0.00000000e+00,0.00000000e+00,4.99698598e-01,-2.51459114e-05,-1.43337104e-03
3.18000000e+02,4.00683222e-09,0.00000000e+00,0.00000000e+00,5.00000000e-01,3.71007831e-01,4.99676993e-01,3.72020227e-06
4.47442020e-01,3.19000000e+02,0.00000000e+00,4.00795853e-09,0.00000000e+00,1.43699198e-01,3.69646432e-01,4.99657007e-01
4.72393334e-01,4.59207932e-01,4.00890322e-09,3.20000000e+02,0.00000000e+00,-7.50527871e-03,1.43750823e-01,3.67607040e-01
-3.66346565e-05,4.57065101e-01,3.21000000e+02,4.67292545e-01,4.00984790e-09,7.01085363e-02,-8.36463707e-03,1.43739527e-01
5.00000000e-01,-3.55047812e-05,4.73994552e-01,4.42101994e-01,3.22000000e+02,3.32837517e-01,9.59813963e-02,-9.13352549e-03
3.21006013e-06,5.00000000e-01,4.27586065e-01,-3.45731945e-05,4.79582910e-01,1.47951920e-01,2.65638806e-01,1.47744971e-01
-3.74148759e-06,3.04496413e-06,-3.33105224e-05,5.00000000e-01,3.99914195e-01,4.93467911e-01,2.00892802e-01,1.98807258e-01
3.14601102e-06,-3.83275783e-06,5.00000000e-01,3.04046099e-06,-3.33114585e-05,-5.95200131e-03,4.93572833e-01,2.08532256e-01
-1.89967750e-06,3.17256805e-06,2.99588963e-06,-3.81295074e-06,5.00000000e-01,5.00000000e-01,-5.94981733e-03,4.93707303e-01
4.97382650e-01,-1.86873220e-06,-3.78615780e-06,3.15152563e-06,2.98319465e-06,4.99620760e-01,5.00000000e-01,-5.93542994e-03
5.41003196e-01,4.98025438e-01,3.09554048e-06,-1.80233052e-06,-3.72607143e-06,4.99999985e-01,4.99624802e-01,5.00000000e-01
1.98063476e-01,5.48650884e-01,-1.72258142e-06,4.98600241e-01,3.01657957e-06,2.60202646e-01,4.99999985e-01,4.99625967e-01
3.62940393e-01,2.02850756e-01,4.99113350e-01,5.57167485e-01,-1.63888173e-06,5.00000000e-01,2.75221700e-01,4.99999985e-01
4.06122515e-01,3.56799653e-01,5.66447634e-01,2.06449814e-01,4.99570683e-01,9.55446894e-02,5.00000000e-01,2.90093122e-01
5.78776857e-02,4.27261330e-01,2.08247621e-01,3.50816663e-01,5.76330913e-01,4.99999985e-01,8.22260386e-02,5.00000000e-01
-1.23051092e-03,5.79261764e-02,3.45001906e-01,4.48352050e-01,2.07492025e-01,3.22067349e-01,4.99999985e-01,7.01168429e-02
-1.61626974e-05,-1.29474885e-03,4.65577278e-01,5.78991693e-02,3.39365238e-01,5.00000000e-01,3.36174362e-01,4.99999986e-01
4.99604078e-01,-1.79812917e-05,5.78708973e-02,-1.35968641e-03,4.77603843e-01,5.01675772e-01,5.00000000e-01,3.49712948e-01
3.19418346e-01,4.99594196e-01,-1.42477451e-03,-1.96546002e-05,5.79205606e-02,5.00000000e-01,5.01341609e-01,5.00000000e-01
1.42819681e-01,3.16437649e-01,-2.11475948e-05,4.99582792e-01,-1.48938152e-03,5.01571518e-01,5.00000000e-01,5.00912265e-01
-1.68438257e-02,1.42761747e-01,4.99570164e-01,3.13459843e-01,-2.24366806e-05,5.00000000e-01,5.01714774e-01,5.00000000e-01
3.81900708e-01,-1.74670907e-02,3.10507883e-01,1.42704182e-01,4.99556648e-01,3.09990983e-01,5.00000000e-01,5.01826607e-01
2.22433555e-02,3.92047165e-01,1.42647447e-01,-1.81120825e-02,3.07611182e-01,5.01913363e-01,3.05939546e-01,5.00000000e-01
4.05277549e-01,1.80375440e-02,-1.87705953e-02,4.01637035e-01,1.42592704e-01,5.04055328e-01,5.01988424e-01,3.02140397e-01
4.99265206e-01,4.14806418e-01,4.11263402e-01,1.45954079e-02,-1.94312539e-02,2.98589734e-01,5.04199863e-01,5.02061648e-01
-4.06340630e-03,4.98936358e-01,1.17909956e-02,4.24313813e-01,4.20888631e-01,2.35610540e-01,2.95280549e-01,5.04331280e-01
5.00000000e-01,-3.89254160e-03,4.33430794e-01,4.98641973e-01,9.51367741e-03,5.00000001e-01,2.20016472e-01,2.89333925e-01
4.99491001e-01,5.00000000e-01,4.98146773e-01,-3.60019543e-03,4.49465292e-01,7.06306813e-01,5.00000001e-01,2.04563763e-01
4.99999994e-01,4.99509655e-01,-3.35864751e-03,5.00000000e-01,4.97763465e-01,5.00000000e-01,7.13584932e-01,5.00000001e-01
4.69948308e-01,4.99999995e-01,5.00000000e-01,4.99562742e-01,-3.14287911e-03,4.99664679e-01,5.00000000e-01,7.18652016e-01
5.00000000e-01,4.77702210e-01,4.99658412e-01,4.99999996e-01,5.00000000e-01,3.17636748e-01,4.99772942e-01,5.00000000e-01
1.00806515e-03,5.00000000e-01,4.99999997e-01,4.83510687e-01,4.99819682e-01,-1.93594130e-03,3.38489344e-01,4.99837805e-01
4.99999998e-01,5.73357511e-04,4.87822056e-01,5.00000000e-01,4.99999998e-01,1.42604907e-01,-1.82135478e-03,3.67214850e-01
4.91963642e-01,4.99999999e-01,5.00000000e-01,2.50920862e-04,4.91002620e-01,5.37613136e-05,1.42800086e-01,-1.67393826e-03
4.99999999e-01,4.94160132e-01,1.95403271e-05,4.99999999e-01,5.00000000e-01,5.00000000e-01,6.89194963e-05,1.43014384e-01
4.96875632e-01,4.99999999e-01,4.99999999e-01,4.95754613e-01,-1.58646798e-04,7.39918663e-03,5.00000000e-01,7.89466382e-05
5.00000001e-01,4.96900756e-01,4.96872768e-01,4.99999999e-01,4.99999999e-01,7.24379374e-01,1.68245794e-02,5.00000000e-01
5.06452387e-01,5.00000001e-01,4.99999999e-01,4.96917125e-01,4.97634755e-01,5.12439352e-01,7.23521202e-01,2.75348563e-02
5.00000000e-01,5.06348057e-01,4.96945725e-01,5.00000001e-01,4.99999999e-01,5.00008223e-01,5.11980166e-01,7.22573589e-01
2.52840798e-01,5.00000000e-01,5.00000001e-01,5.06125296e-01,4.97009915e-01,6.28715648e-02,5.00041126e-01,5.11164286e-01
5.05693336e-01,2.49416980e-01,5.05693334e-01,5.00000000e-01,5.00000001e-01,4.99999999e-01,5.15818275e-02,5.00060710e-01
5.10602797e-01,5.05385242e-01,5.00000000e-01,2.46339609e-01,5.05385241e-01,4.98534282e-01,5.00000000e-01,4.28064455e-02
2.43549192e-01,5.10264037e-01,2.43549192e-01,5.05197829e-01,5.00000000e-01,5.00000000e-01,4.98929583e-01,5.00000000e-01
3.60629043e-02,2.41000221e-01,5.05093432e-01,5.10079695e-01,2.41000221e-01,1.47336069e-01,5.00000000e-01,4.99219333e-01
5.00000000e-01,3.09283750e-02,5.10002953e-01,2.38656961e-01,5.05047062e-01,4.99999988e-01,1.48377359e-01,5.00000000e-01
7.09610193e-01,5.00000000e-01,2.34468289e-01,2.39598350e-02,5.09990749e-01,3.82006887e-01,4.99999988e-01,1.44287071e-01
5.00000000e-01,7.06655928e-01,1.96591515e-02,5.00000000e-01,2.30824683e-01,1.36409024e-08,4.39412564e-01,4.99999992e-01
5.00004986e-01,5.00000000e-01,5.00000000e-01,7.04231544e-01,1.63059556e-02,4.42671452e-01,1.64899456e-08,4.66859515e-01
4.99516045e-01,4.99996024e-01,7.02390905e-01,5.00000000e-01,5.00000000e-01,4.50985303e-14,4.05292173e-01,1.77690908e-08
-1.26010965e-03,4.99537748e-01,5.00000000e-01,4.99999976e-01,7.00841371e-01,4.99868877e-01,4.50984008e-14,3.64922140e-01
8.33022423e-02,-1.43660069e-03,5.00004782e-01,4.99601625e-01,5.00000000e-01,-2.80553150e-11,4.99884529e-01,4.50999457e-14
-5.33035584e-03,4.86556710e-02,4.99756892e-01,-1.56656343e-03,5.00008423e-01,-4.52262260e-05,-1.08887836e-11,4.99886494e-01
5.00000000e-01,-5.77015099e-03,-1.55120055e-03,4.35508325e-02,4.99778163e-01,4.50941341e-14,-3.68770295e-05,-8.80802871e-12
4.91723023e-01,5.00000000e-01,3.49535499e-02,-6.66802915e-03,-1.46693611e-03,4.99800266e-01,4.50949276e-14,-2.96115674e-05
6.94696466e-01,4.91995677e-01,-7.59949940e-03,5.00000000e-01,3.17450678e-02,4.50982805e-14,4.99814340e-01,4.50957148e-14
5.02094925e-01,6.93935179e-01,5.00000000e-01,4.92228665e-01,-8.52196361e-03,4.99887528e-01,4.50998543e-14,4.99828683e-01
5.00005444e-01,5.01899857e-01,4.92460607e-01,6.93195695e-01,5.00000000e-01,1.10051280e-06,4.99910030e-01,4.51011018e-14
1.56073677e-03,5.00004812e-01,6.92548233e-01,5.01810352e-01,4.92691432e-01,5.01773746e-01,1.09370953e-06,4.99927812e-01
5.00000000e-01,1.42702480e-03,5.01773746e-01,5.00004223e-01,6.91978262e-01,6.80034992e-04,5.01765162e-01,1.05976901e-06
